Time,Close,High,Low,Open,Volume,CCI
2022-12-06 17:20:00,0.00059229,0.00059229,0.0005922,0.0005922,0.038,-109.29165115991049
2022-12-06 17:25:00,0.00059221,0.0005929,0.00059221,0.00059241,0.224,-85.00840581828862
2022-12-06 17:30:00,0.00059265,0.00059267,0.00059212,0.00059219,3.021,-72.99701510181632
2022-12-06 17:35:00,0.0005914,0.00059276,0.0005914,0.00059276,32.6385,-104.00904721515694
2022-12-06 17:40:00,0.0005912,0.00059207,0.0005912,0.00059129,50.7241,-115.1814637895996
2022-12-06 17:45:00,0.00059183,0.00059183,0.00059183,0.00059183,0.0278,-84.50953399786367
2022-12-06 17:50:00,0.00059208,0.00059208,0.00059172,0.00059172,71.6643,-70.12096959661147
2022-12-06 17:55:00,0.00059194,0.00059194,0.00059194,0.00059194,0.07,-66.65825780372408
2022-12-06 18:00:00,0.00059272,0.00059272,0.00059173,0.00059203,0.4273,-29.935626555032727
2022-12-06 18:05:00,0.00059281,0.00059305,0.00059281,0.00059303,0.4031,19.15910286014652
2022-12-06 18:10:00,0.00059077,0.00059118,0.00059077,0.00059118,35.395,-159.36100730566415
2022-12-06 18:15:00,0.00059068,0.00059071,0.00059068,0.00059071,0.0855,-171.82894855799202
2022-12-06 18:20:00,0.00059185,0.00059185,0.00059068,0.00059068,0.0797,-80.21572523418767
2022-12-06 18:25:00,0.00059163,0.00059163,0.00059163,0.00059163,0.01,-54.75653765966789
2022-12-06 18:30:00,0.00059087,0.00059161,0.00059087,0.00059161,4.726,-111.65944203623131
2022-12-06 18:35:00,0.00059068,0.00059068,0.00059068,0.00059068,0.011,-148.25306893294893
2022-12-06 18:40:00,0.00059097,0.00059097,0.00059097,0.00059097,0.0315,-99.27851710047747
2022-12-06 18:45:00,0.00059153,0.00059153,0.00059068,0.00059139,1.2088,-58.18457210862661
2022-12-06 18:50:00,0.00059205,0.00059205,0.00059197,0.00059197,0.0665,42.82618118769174
2022-12-06 18:55:00,0.00059205,0.00059205,0.00059205,0.00059205,0.0,42.51355013549072
2022-12-06 19:00:00,0.00059106,0.00059106,0.00059092,0.00059092,0.0384,-80.05840634125278
2022-12-06 19:05:00,0.00059085,0.00059122,0.00059085,0.00059122,0.0434,-76.99470899471366
2022-12-06 19:10:00,0.00059124,0.00059128,0.00059072,0.00059075,17.6181,-57.522815003222014
2022-12-06 19:15:00,0.00059068,0.00059068,0.00059068,0.00059068,0.04,-99.74126778783973
2022-12-06 19:20:00,0.00059144,0.00059207,0.0005909,0.0005909,11.7608,2.5923525599608492
2022-12-06 19:25:00,0.00059144,0.00059144,0.00059144,0.00059144,0.0,1.279892219615396
2022-12-06 19:30:00,0.00059274,0.00059274,0.00059149,0.00059156,1.2049,113.47517730496155
2022-12-06 19:35:00,0.00059205,0.00059207,0.00059205,0.00059207,42.2172,77.15881303989828
2022-12-06 19:40:00,0.00059243,0.00059243,0.00059199,0.00059199,0.3305,108.10518926508179
2022-12-06 19:45:00,0.0005929,0.0005929,0.0005929,0.0005929,1.4222,187.75756791163062
2022-12-06 19:50:00,0.00059255,0.00059255,0.00059232,0.00059232,0.3645,114.25348481185533
2022-12-06 19:55:00,0.0005931,0.0005931,0.00059303,0.00059303,0.1212,158.60334368990587
2022-12-06 20:00:00,0.00059282,0.00059287,0.00059263,0.00059263,0.1901,108.03742761559579
2022-12-06 20:05:00,0.00059284,0.00059286,0.0005927,0.0005927,61.5638,97.32670925005833
2022-12-06 20:10:00,0.00059277,0.00059279,0.00059264,0.00059271,2.2752,82.517679014658
2022-12-06 20:15:00,0.00059272,0.00059296,0.00059272,0.00059272,6.4121,82.59731763167208
2022-12-06 20:20:00,0.00059233,0.00059239,0.00059221,0.00059239,0.2907,30.238651653565732
2022-12-06 20:25:00,0.00059309,0.00059309,0.00059231,0.00059242,0.0712,78.59599707499154
2022-12-06 20:30:00,0.00059284,0.00059284,0.00059259,0.00059259,0.1683,64.45701120535246
2022-12-06 20:35:00,0.00059354,0.00059354,0.00059288,0.00059288,0.1463,110.65912623607768
2022-12-06 20:40:00,0.00059457,0.00059464,0.00059355,0.00059355,32.3932,188.1961762260964
2022-12-06 20:45:00,0.00059469,0.00059469,0.00059452,0.00059457,15.2447,203.37383892116168
2022-12-06 20:50:00,0.00059454,0.00059458,0.00059454,0.00059458,0.2317,180.74074074073158
2022-12-06 20:55:00,0.0005937,0.00059448,0.0005937,0.00059448,3.8778,110.26589912281537
2022-12-06 21:00:00,0.00059352,0.00059352,0.00059352,0.00059352,0.04,55.330880754213844
2022-12-06 21:05:00,0.00059353,0.00059353,0.00059352,0.00059352,0.1975,47.20971483149462
